address,baths,beds,cars,link,price,solddate,type
"2 Siyan Rise, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-109784331,"$585,000",27 Mar 2012,house
"30 Arrunga Close, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200146581,"$268,000",10 Mar 2012,residential land
"Address available on request, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2867547,"$300,000",05 Mar 2012,residential land
"47 Brownlow Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-108897471,"$685,000",01 Mar 2012,house
"9 Bishop Avenue, Diamond Creek", 1, 3, 3,/sold/property-house-vic-diamond+creek-109150036,"$418,000",25 Feb 2012,house
"7/20 Fyffe Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-107678341,"$375,000",22 Feb 2012,unit
"1 Sanctuary Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-109038421,"$565,500",13 Feb 2012,house
"Address available on request, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-108866671,"$611,000",09 Jan 2012,house
"4 Price Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-108389426,"$500,000",24 Dec 2011,house
"25 Diamond Views Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-108698731,"$670,000",13 Dec 2011,house
"423 Ryans Road, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-108646801,"$320,000",07 Dec 2011,house
"21 Patyah Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-108535196,"$420,000",03 Dec 2011,house
"14 Arthur Streeton Place, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-107913106,"$717,500",04 Nov 2011,house
"49 Collins Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-107781386,"$400,000",08 Oct 2011,house
"10 Chusan Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-107965731,"$457,500",24 Sep 2011,house
"3 Luscombe Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-107620902,"$910,000",17 Sep 2011,house
"Address available on request, Diamond Creek", 1, 0, 0,/sold/property-other-vic-diamond+creek-107588277,"$808,000",09 Sep 2011,other
"3 Juane Park Drive, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-107607003,"$715,000",04 Sep 2011,house
"5 Ryefield Court, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-107339740,"$575,000",21 Aug 2011,house
"5 Chitral Place, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-107475799,"$550,000",08 Aug 2011,house
"31 Jacaranda Drive, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-107487934,"$917,500",26 Jun 2011,house
"21 Ormonde Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-107278921,"$455,000",07 Jun 2011,house
"16 Kingfisher Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-107207216,"$729,000",07 May 2011,house
"3 Fyffe Street, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-107259234,"$465,000",27 Apr 2011,house
"12 Ormonde Court, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-107270837,"$364,000",18 Apr 2011,house
"14 Edinburgh Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-107269960,"$480,000",15 Apr 2011,house
"19 Woodley Court, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-107188035,"$850,000",19 Mar 2011,house
"46-48 Dering Street, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-107213684,"$650,000",18 Mar 2011,house
"9 Jacaranda Drive, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-107201807,"$800,000",09 Mar 2011,house
"3/43 Phipps Crescent, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-107187427,"$525,000",07 Mar 2011,house
"1/94 Cowin Street, Diamond Creek", 2, 3, 1,/sold/property-unit-vic-diamond+creek-107136450,"$356,000",05 Mar 2011,unit
"64 David Hockney Drive, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-107113682,"$815,000",24 Feb 2011,house
"10 Yellowbox Way, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2829638,"$400,000",15 Feb 2011,residential land
"30 Ironbark Road, Diamond Creek", 3, 4, 8,/sold/property-house-vic-diamond+creek-107101323,"$800,000",17 Jan 2011,house
"19 Everard Street, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-106998572,"$759,000",22 Dec 2010,house
"1/20 Fyffe Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-107211688,"$383,000",18 Dec 2010,unit
"272-306 Broadgully Road, Diamond Creek", 1, 4, 0,/sold/property-acreage+semi-rural-vic-diamond+creek-105477540,"$1,700,000",09 Nov 2010,acreage/semi-rural
"66 Broadgully Rd, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-106793777,"$415,000",25 Aug 2010,house
"80 Grassy Flat Road, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-106586334,"$600,000",10 Aug 2010,house
"22 Lanvos Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-106482672,"$515,000",11 May 2010,house
"4 Julius Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-106477466,"$531,250",10 May 2010,house
"12 Penton Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-106383740,"$685,000",08 May 2010,house
"85 Haley Street, Diamond Creek", 1, 4, 2,/sold/property-house-vic-diamond+creek-106452120,"$390,000",01 May 2010,house
"Address available on request, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-106279669,"$450,000",10 Mar 2010,house
"1 Mindara Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-106217323,"$532,500",31 Jan 2010,house
"522 Diamond Creek Road, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-106244676,"$365,000",16 Jan 2010,house
"22 Old Aqueduct Road, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-106148038,"$735,000",18 Dec 2009,house
"72 Broadgully Road, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-106129687,"$374,500",04 Dec 2009,house
"5 Highbrook Crt, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-106063945,"$440,000",29 Oct 2009,house
"Address available on request, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-106063867,"$316,200",22 Oct 2009,unit
"2 Challenger Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-105967427,"$361,000",02 Oct 2009,house
"31 Juane Park Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-105952022,"$560,000",21 Aug 2009,house
"116 Everleigh Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-105385037,"$560,600",12 Aug 2009,house
"64 Everleigh Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-105728579,"$670,000",18 Jun 2009,house
"18 Hillingdon Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-105712200,"$395,000",21 May 2009,house
"2 Broadgully Road, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-105666274,"$355,000",07 May 2009,house
"Address available on request, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-105667684,"$310,000",07 May 2009,house
"4/31 Kelly Street, Diamond Creek", 2, 3, 2,/sold/property-townhouse-vic-diamond+creek-105651107,"$415,000",28 Apr 2009,townhouse
"3/31 Kelly Street, Diamond Creek", 2, 3, 1,/sold/property-townhouse-vic-diamond+creek-104538602,"$3,853,002",21 Apr 2009,townhouse
"221 Ironbark Road, Diamond Creek", 1, 3, 4,/sold/property-house-vic-diamond+creek-105422129,"$616,200",20 Apr 2009,house
"32 Bruce Street, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-105319114,"$330,000",20 Nov 2008,house
"37-39 Dering Street, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-105301150,"$485,000",19 Nov 2008,house
"138 - 144 Black Gully Road, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-105251734,"$885,000",08 Nov 2008,house
"52 Clyde Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-105253444,"$435,000",20 Oct 2008,house
"Address available on request, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-105149791,"$301,000",13 Sep 2008,house
"46 James Cook Drive, Diamond Creek", 3, 4, 0,/sold/property-house-vic-diamond+creek-104965753,"$496,000",11 Jul 2008,house
"13 Lorikeet Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-104873542,"$633,780",09 Jul 2008,house
"Address available on request, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2535311,"$320,000",27 Jun 2008,residential land
"137 - 209 Murray Road, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-104854332,"$942,000",02 Jun 2008,house
"Address available on request, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-104654451,"$385,000",17 Apr 2008,house
"Address available on request, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2485572,"$193,500",03 Apr 2008,residential land
"34 Wilson Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-104709276,"$605,000",27 Mar 2008,house
"144 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2457624,"$184,000",20 Mar 2008,residential land
"16 Parook Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-114829359,"$545,000",,house
"33 Perversi Avenue, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-125077134,Contact agent,06 Apr 2017,house
"lot 27 Aspiration Rise, Herberts Lane, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201587442,Contact agent,01 Apr 2017,residential land
"Lot 5, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201785114,Contact agent,30 Mar 2017,residential land
"128 Broadgully Road, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-121975922,Contact agent,27 Mar 2017,house
"Lot 1, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201776914,Contact agent,22 Mar 2017,residential land
"102 Oronsay Crescent, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-124528302,Contact agent,28 Feb 2017,house
"11 The Parkway, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-124597350,Contact agent,11 Feb 2017,house
"16/6 Amaroo Court, Diamond Creek", 2, 3, 2,/sold/property-townhouse-vic-diamond+creek-124818378,Contact agent,08 Feb 2017,townhouse
"Lot 28, 30-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201713678,Contact agent,20 Jan 2017,residential land
"Lot 46, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201714526,Contact agent,16 Jan 2017,residential land
"Lot 48, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201704186,Contact agent,13 Jan 2017,residential land
"96 Bellbird Rd, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122011682,Contact agent,12 Jan 2017,house
"Lot 37, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201711466,Contact agent,06 Jan 2017,residential land
"Lot 26, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201703998,Contact agent,23 Dec 2016,residential land
"Lot 11, 60-122 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201704018,Contact agent,23 Dec 2016,residential land
"105 Ironbark Road, Diamond Creek", 3, 5, 5,/sold/property-house-vic-diamond+creek-124188018,Contact agent,16 Dec 2016,house
"17 David Hockney Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-124248762,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDg5MiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,09 Dec 2016,house
"53 Kingfisher Drive, Diamond Creek", 3, 5, 3,/sold/property-house-vic-diamond+creek-123749074,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDEsMjA3LDQ5OQ==?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,08 Dec 2016,house
"40 Everleigh Drive, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-124236794,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDczMCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,08 Dec 2016,house
"52 Everleigh Drive, Diamond Creek", 3, 6, 0,/sold/property-house-vic-diamond+creek-124154458,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc1MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,06 Dec 2016,house
"15 James Cook Drive, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-124051102,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDU1MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,06 Dec 2016,house
"11 Gem Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-124208694,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc5NiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,28 Nov 2016,house
"11 Sturt Place, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-123887406,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDY5NSwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,23 Nov 2016,house
"15 Daina Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-124039430,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDcxMSwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,22 Nov 2016,house
"31 Broadgully Road, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-123767982,Contact agent,03 Nov 2016,house
"29 Broadgully Road, Diamond Creek", 1, 3, 4,/sold/property-house-vic-diamond+creek-123483126,Contact agent,14 Sep 2016,house
"3 Mitchell Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-123367902,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc1MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,02 Sep 2016,house
"Lot 84, 2, Grandview Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201543782,Contact agent,26 Aug 2016,residential land
"147 Everleigh Drive, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-123321446,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDgxMCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,19 Aug 2016,house
"59 Old Diamond Creek Road, Diamond Creek", 3, 5, 8,/sold/property-house-vic-diamond+creek-123247750,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDEsMDAwLDAwMA==?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,17 Aug 2016,house
"48-58 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201546278,Contact agent,14 Jul 2016,residential land
"6 Julius Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122564290,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDY4Nyw3NTA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,11 Jul 2016,house
"Lot 18 Rusty Gate Crt., Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201373978,Contact agent,20 Jun 2016,residential land
"37 David Hockney Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122699786,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc1MiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,18 Jun 2016,house
"21 Fairview Crescent, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122568610,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDYwMCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,30 May 2016,house
"82 Perversi Avenue, Diamond Creek", 4, 5, 5,/sold/property-house-vic-diamond+creek-122565766,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDEsMzE1LDAwMA==?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,24 May 2016,house
"Lot 48, Haversack Crt, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201428842,"Range: $400,000 - $470,000",23 May 2016,residential land
"6 Cassinia Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-122401362,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc1NSw1MDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,22 Apr 2016,house
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122407774,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDgwMCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,15 Apr 2016,house
"1 Cooee Court, Diamond Creek", 2, 5, 3,/sold/property-house-vic-diamond+creek-121159782,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc1MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,13 Apr 2016,house
"1/12 Norma Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-122211094,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDUwNiw1NTA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,12 Apr 2016,house
"Address available on request, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201371982,Contact agent,08 Apr 2016,residential land
"10 Henry Arthur Drive, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-121942874,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDkyMiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,15 Mar 2016,house
"26 Arrunga Close, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-121718254,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc4MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,07 Mar 2016,house
"18 Ilana View Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122089866,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDcwMiw1MDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,07 Mar 2016,house
"3 Lotus Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-121995530,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDYxMCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,04 Mar 2016,house
"3 Tetragona Way, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-121916322,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDEsMzQwLDAwMA==?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,29 Feb 2016,house
"9 Walter Withers Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121487326,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc4MSw1MDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,29 Feb 2016,house
"31 Diamond Views Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121869754,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDY5MSw1MDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,16 Feb 2016,house
"41 Fyffe Street, Diamond Creek", 3, 5, 1,/sold/property-house-vic-diamond+creek-121196354,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDcxNSwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,06 Feb 2016,house
"2/5 Kelly Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-121380706,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDQ1Miw1MDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,19 Jan 2016,unit
"1 Windmill Rise, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-121404514,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDU5MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,06 Jan 2016,house
"163 Broad Gully Road, Diamond Creek", 2, 3, 0,/sold/property-house-vic-diamond+creek-121380754,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDU4MywwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,11 Dec 2015,house
"5 Wagtail Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201353158,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDQ0MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,03 Dec 2015,residential land
"73-87 Hillmartin Lane, Diamond Creek", 4, 6, 3,/sold/property-house-vic-diamond+creek-121182370,Contact agent,01 Dec 2015,house
"4 Daina Court, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-120994266,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc1MiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,29 Nov 2015,house
"9 Egan Street, Diamond Creek", 2, 6, 4,/sold/property-house-vic-diamond+creek-121193870,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDY0NSwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,23 Nov 2015,house
"5 Julian Ashton Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201325326,Contact agent,21 Nov 2015,residential land
"7 Anne Street, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-120983102,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDYwMiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,16 Nov 2015,house
"lot 64 Eureka Rise, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201306381,Contact agent,16 Nov 2015,residential land
"107 Lambert Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120932633,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDU4NiwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,14 Nov 2015,house
"20 Wilson Street, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-120908093,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDkzMCw1MDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,04 Nov 2015,house
"3 Cockatiel Place, Diamond Creek", 3, 6, 3,/sold/property-house-vic-diamond+creek-120677553,Contact agent,10 Oct 2015,house
"68 Old Diamond Creek Road, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-120615361,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDEsMjUwLDAwMA==?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,26 Sep 2015,house
"76 Everleigh Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120438157,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDU5OSw5OTk=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,15 Sep 2015,house
"8/31 Haley Street, Diamond Creek", 2, 3, 2,/sold/property-townhouse-vic-diamond+creek-120377081,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDUxNSwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,11 Sep 2015,townhouse
"35 Collins Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120392781,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDYwOCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,04 Sep 2015,house
"57 Dering Street, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-120471201,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDc4NSwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,20 Aug 2015,house
"42 Everleigh Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120265789,<img class=""property-price__image"" src=""https://text-to-image.realestate.com.au/convert/JDU1MCwwMDA=?font-family=MuseoSans-500&amp;font-weight=normal&amp;color=333f48&amp;font-size=32&amp;left=0&amp;top=0"">,15 Aug 2015,house
"121 Sutherland Road, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201204005,Contact agent,10 Aug 2015,residential land
